64,21
5,0
43,8
13,61
7,94
91,26
7,36
40,34
46,36
95,65
11,24
15,57
20,54
25,3
93,14
25,85
67,24
78,92
99,76
61,23
64,36
17,8
47,63
23,32
69,32
30,44
74,30
81,43
73,72
97,55
52,57
28,0
61,52
27,57
92,20
68,70
72,98
48,46
98,54
47,1
22,4
63,92
54,92
8,1
69,99
63,94
66,70
37,27
22,87
87,21
3,8
35,6
32,59
56,40
66,80
82,26
24,5
56,66
59,0
68,0
72,53
4,27
44,48
43,88
52,19
22,80
92,96
64,68
84,31
57,80
52,25
45,93
83,35
93,46
21,96
10,64
89,70
22,16
59,17
23,86
86,87
60,29
69,18
47,0
75,89
54,35
0,88
84,23
44,59
70,58
93,57
80,33
82,10
62,20
69,60
61,97
12,72
15,71
21,62
45,26
85,85
31,37
24,72
33,61
34,63
59,67
94,3
59,33
27,59
45,12
81,30
49,44
87,71
68,89
51,87
24,4
61,48
59,26
73,65
84,51
28,27
0,20
99,10
93,85
21,39
81,23
78,15
94,26
36,55
93,78
80,86
62,27
53,5
20,92
5,28
39,25
19,58
65,94
33,89
84,45
22,36
29,0
64,9
13,2
79,58
62,22
26,34
50,21
47,24
75,57
